	IterId	dN	dS	pN	pS	bdN	bpN	MkScore	FSPVal	SelCoef	PosSel
0	Iter0001	1	1	11	8	0	0	0.7272727272727273	1.0	-0.0005498829	0
1	Iter0002	1	3	5	6	0	0	0.4	0.6043956043956031	-1.0452232800000001e-06	0
2	Iter0003	4	0	7	1	1	0	1.25	1.0	0.014589527000000003	1
3	Iter0004	2	2	7	5	0	0	0.7142857142857143	1.0	-0.000240491539	0
4	Iter0005	1	2	5	4	0	0	0.4	1.0	-0.00031995585600780004	0
5	Iter0006	1	1	6	5	0	0	0.8333333333333334	1.0	0.006413639586900099	1
6	Iter0007	2	1	4	2	1	0	1.0	1.0	0.016574115089	1
7	Iter0008	1	0	12	4	0	0	0.7692307692307692	1.0	-0.000333946	0
8	Iter0009	2	2	9	3	0	0	0.3333333333333333	0.5467032967032941	-2.45216e-05	0
9	Iter0010	3	3	8	0	0	0	0.1111111111111111	0.05494505494505502	0.0031852479249999998	1
10	Iter0011	2	1	4	1	1	0	0.5	1.0	0.0050094903126	1
11	Iter0012	5	3	15	3	0	0	0.33333333333333337	0.3301307388263898	-0.000400352353	0
12	Iter0013	4	1	8	5	0	0	2.5	0.6148459383753485	-0.001037988593351778	0
13	Iter0014	2	1	6	4	1	0	1.3333333333333333	1.0	0.02867633544	1
14	Iter0015	1	1	16	8	0	0	0.5	1.0	0.013909458695000002	1
15	Iter0016	3	5	5	5	0	0	0.6	0.6640614287673139	0.014388980033100001	1
16	Iter0017	1	0	11	2	0	0	0.5	1.0	-0.00023674001387891997	0
17	Iter0018	2	1	1	4	0	0	8.0	0.4642857142857138	0.026117634855650895	1
18	Iter0019	1	0	8	5	0	0	1.3333333333333333	1.0	-2.78067e-05	0
19	Iter0020	1	0	6	5	1	0	1.7142857142857142	1.0	0.03416687421	1
20	Iter0021	0	0	9	4	0	0	0.5	1.0	-3.4096783490000004e-05	0
21	Iter0022	1	5	14	4	0	0	0.05714285714285715	0.01466611192011641	-0.001213031576481	0
22	Iter0023	1	1	4	5	0	0	1.25	1.0	-0.000280731	0
23	Iter0024	2	4	10	2	1	0	0.1	0.10703512174100388	0.00194972	1
24	Iter0025	2	1	6	4	0	0	1.3333333333333333	1.0	-0.000527096	0
25	Iter0026	3	2	4	2	1	0	0.75	1.0	0.002453890015	1
26	Iter0027	1	0	2	0	0	0	0.6666666666666666	1.0	-6.81054443e-05	0
27	Iter0028	2	0	10	3	0	0	1.0909090909090908	1.0	0.015007127712900001	1
28	Iter0029	0	0	10	6	0	0	0.6363636363636364	1.0	-0.000129818	0
29	Iter0030	1	0	5	4	0	0	1.6666666666666667	1.0	-9.11582e-07	0
30	Iter0031	2	4	6	6	1	0	0.5	0.6380090497737565	0.026647858000000003	1
31	Iter0032	4	0	3	7	0	0	10.0	0.06993006993007002	-8.60237e-05	0
32	Iter0033	2	0	10	4	0	0	1.3636363636363635	1.0	-2.35899000408553e-07	0
33	Iter0034	2	3	7	4	1	0	0.3809523809523809	0.5961538461538449	0.02966200342000001	1
34	Iter0035	0	0	4	0	0	0	0.2	1.0	0.024565339319000002	1
35	Iter0036	0	1	3	3	0	0	0.5	1.0	-0.000987981	0
36	Iter0037	4	2	4	4	1	0	2.0	0.6270396270396283	0.01311156726014	1
37	Iter0038	0	1	7	4	0	0	0.3125	0.4166666666666672	0.0172468	1
