	ThScore	TP	TN	FP	FN	TPR	FPR
0	0.013888888888888888	778	0	3222	0	1.0	1.0
1	0.016666666666666666	778	2	3220	0	1.0	0.9993792675356921
2	0.018518518518518517	778	3	3219	0	1.0	0.9990689013035382
3	0.022222222222222227	778	4	3218	0	1.0	0.9987585350713842
4	0.022727272727272728	778	6	3216	0	1.0	0.9981378026070763
5	0.023809523809523808	778	7	3215	0	1.0	0.9978274363749224
6	0.025	778	9	3213	0	1.0	0.9972067039106145
7	0.02564102564102564	778	10	3212	0	1.0	0.9968963376784605
8	0.02666666666666667	777	11	3211	1	0.9987146529562982	0.9965859714463067
9	0.027777777777777776	777	12	3210	1	0.9987146529562982	0.9962756052141527
10	0.028571428571428574	776	18	3204	2	0.9974293059125964	0.994413407821229
11	0.02884615384615385	776	19	3203	2	0.9974293059125964	0.9941030415890751
12	0.029411764705882363	776	20	3202	2	0.9974293059125964	0.9937926753569212
13	0.0303030303030303	776	21	3201	2	0.9974293059125964	0.9934823091247672
14	0.030769230769230767	775	23	3199	3	0.9961439588688946	0.9928615766604594
15	0.031746031746031744	775	24	3198	3	0.9961439588688946	0.9925512104283054
16	0.03333333333333333	775	25	3197	3	0.9961439588688946	0.9922408441961514
17	0.03571428571428571	775	32	3190	3	0.9961439588688946	0.9900682805710739
18	0.03636363636363637	775	33	3189	3	0.9961439588688946	0.9897579143389199
19	0.037037037037037035	775	34	3188	3	0.9961439588688946	0.9894475481067659
20	0.0375	775	39	3183	3	0.9961439588688946	0.9878957169459963
21	0.03896103896103896	774	39	3183	4	0.9948586118251928	0.9878957169459963
22	0.04	774	40	3182	4	0.9948586118251928	0.9875853507138423
23	0.040816326530612235	773	41	3181	5	0.993573264781491	0.9872749844816884
24	0.04166666666666666	773	42	3180	5	0.993573264781491	0.9869646182495344
25	0.042857142857142864	773	51	3171	5	0.993573264781491	0.984171322160149
26	0.04444444444444444	773	52	3170	5	0.993573264781491	0.983860955927995
27	0.04444444444444445	773	53	3169	5	0.993573264781491	0.9835505896958411
28	0.045454545454545456	773	57	3165	5	0.993573264781491	0.9823091247672253
29	0.04615384615384615	772	62	3160	6	0.9922879177377892	0.9807572936064556
30	0.046875	771	62	3160	7	0.9910025706940874	0.9807572936064556
31	0.047619047619047616	771	64	3158	7	0.9910025706940874	0.9801365611421478
32	0.05	771	68	3154	7	0.9910025706940874	0.978895096213532
33	0.05128205128205128	771	78	3144	7	0.9910025706940874	0.9757914338919925
34	0.051948051948051945	771	82	3140	7	0.9910025706940874	0.9745499689633768
35	0.05357142857142857	771	84	3138	7	0.9910025706940874	0.9739292364990689
36	0.054545454545454536	771	87	3135	7	0.9910025706940874	0.972998137802607
37	0.05454545454545455	771	88	3134	7	0.9910025706940874	0.9726877715704532
38	0.05555555555555555	771	89	3133	7	0.9910025706940874	0.9723774053382992
39	0.057142857142857134	770	102	3120	8	0.9897172236503856	0.9683426443202979
40	0.05714285714285715	770	103	3119	8	0.9897172236503856	0.968032278088144
41	0.0576923076923077	770	107	3115	8	0.9897172236503856	0.9667908131595282
42	0.06	770	109	3113	8	0.9897172236503856	0.9661700806952204
43	0.0606060606060606	770	110	3112	8	0.9897172236503856	0.9658597144630664
44	0.061538461538461535	770	117	3105	8	0.9897172236503856	0.9636871508379888
45	0.0625	770	118	3104	8	0.9897172236503856	0.9633767846058349
46	0.06349206349206349	770	132	3090	8	0.9897172236503856	0.9590316573556797
47	0.06493506493506493	770	133	3089	8	0.9897172236503856	0.9587212911235258
48	0.06666666666666668	770	136	3086	8	0.9897172236503856	0.957790192427064
49	0.06818181818181818	767	146	3076	11	0.9858611825192802	0.9546865301055245
50	0.06818181818181819	767	148	3074	11	0.9858611825192802	0.9540657976412167
51	0.06944444444444445	767	151	3071	11	0.9858611825192802	0.9531346989447548
52	0.07142857142857142	767	152	3070	11	0.9858611825192802	0.9528243327126009
53	0.07272727272727274	763	168	3054	15	0.980719794344473	0.9478584729981379
54	0.07407407407407407	763	169	3053	15	0.980719794344473	0.9475481067659839
55	0.075	763	178	3044	15	0.980719794344473	0.9447548106765984
56	0.07500000000000001	762	188	3034	16	0.9794344473007712	0.9416511483550589
57	0.07575757575757575	762	189	3033	16	0.9794344473007712	0.9413407821229051
58	0.07619047619047617	762	190	3032	16	0.9794344473007712	0.9410304158907511
59	0.07692307692307693	762	191	3031	16	0.9794344473007712	0.9407200496585971
60	0.07936507936507936	762	199	3023	16	0.9794344473007712	0.9382371198013656
61	0.08	762	200	3022	16	0.9794344473007712	0.9379267535692116
62	0.08163265306122447	762	206	3016	16	0.9794344473007712	0.936064556176288
63	0.08333333333333333	762	208	3014	16	0.9794344473007712	0.9354438237119801
64	0.0857142857142857	760	247	2975	18	0.9768637532133676	0.9233395406579764
65	0.08571428571428573	760	248	2974	18	0.9768637532133676	0.9230291744258224
66	0.08888888888888888	759	254	2968	19	0.9755784061696658	0.9211669770328988
67	0.08888888888888889	758	256	2966	20	0.974293059125964	0.9205462445685909
68	0.08928571428571429	757	258	2964	21	0.9730077120822622	0.9199255121042831
69	0.09090909090909093	757	259	2963	21	0.9730077120822622	0.9196151458721291
70	0.09230769230769233	757	275	2947	21	0.9730077120822622	0.914649286157666
71	0.0925925925925926	757	276	2946	21	0.9730077120822622	0.9143389199255121
72	0.09375	756	276	2946	22	0.9717223650385605	0.9143389199255121
73	0.09523809523809523	756	283	2939	22	0.9717223650385605	0.9121663563004345
74	0.09615384615384616	754	294	2928	24	0.9691516709511568	0.9087523277467412
75	0.1	754	295	2927	24	0.9691516709511568	0.9084419615145872
