	ThScore	TP	TN	FP	FN	TPR	FPR
0	0.011363636363636364	1991	0	2009	0	1.0	1.0
1	0.027777777777777776	1991	1	2008	0	1.0	0.9995022399203584
2	0.031746031746031744	1991	3	2006	0	1.0	0.9985067197610752
3	0.03333333333333333	1991	4	2005	0	1.0	0.9980089596814335
4	0.03571428571428571	1991	5	2004	0	1.0	0.9975111996017919
5	0.03636363636363637	1991	7	2002	0	1.0	0.9965156794425087
6	0.04166666666666666	1991	8	2001	0	1.0	0.9960179193628671
7	0.042857142857142864	1991	12	1997	0	1.0	0.9940268790443006
8	0.047619047619047616	1991	13	1996	0	1.0	0.993529118964659
9	0.05	1991	15	1994	0	1.0	0.9925335988053758
10	0.05128205128205129	1991	16	1993	0	1.0	0.9920358387257342
11	0.05303030303030303	1991	17	1992	0	1.0	0.9915380786460926
12	0.05357142857142857	1991	18	1991	0	1.0	0.9910403185664509
13	0.054545454545454536	1991	19	1990	0	1.0	0.9905425584868094
14	0.05555555555555555	1991	20	1989	0	1.0	0.9900447984071677
15	0.057142857142857134	1991	23	1986	0	1.0	0.9885515181682429
16	0.05714285714285715	1991	24	1985	0	1.0	0.9880537580886013
17	0.0606060606060606	1991	25	1984	0	1.0	0.9875559980089597
18	0.061224489795918366	1991	26	1983	0	1.0	0.987058237929318
19	0.0625	1990	26	1983	1	0.9994977398292315	0.987058237929318
20	0.06410256410256411	1990	27	1982	1	0.9994977398292315	0.9865604778496765
21	0.06666666666666668	1990	28	1981	1	0.9994977398292315	0.9860627177700348
22	0.0673076923076923	1990	32	1977	1	0.9994977398292315	0.9840716774514684
23	0.06944444444444445	1990	33	1976	1	0.9994977398292315	0.9835739173718268
24	0.07142857142857142	1990	34	1975	1	0.9994977398292315	0.9830761572921851
25	0.07272727272727272	1990	36	1973	1	0.9994977398292315	0.982080637132902
26	0.07407407407407407	1990	37	1972	1	0.9994977398292315	0.9815828770532603
27	0.075	1990	40	1969	1	0.9994977398292315	0.9800895968143355
28	0.078125	1990	42	1967	1	0.9994977398292315	0.9790940766550522
29	0.07936507936507937	1990	44	1965	1	0.9994977398292315	0.978098556495769
30	0.08	1990	45	1964	1	0.9994977398292315	0.9776007964161274
31	0.08163265306122447	1990	46	1963	1	0.9994977398292315	0.9771030363364858
32	0.08333333333333333	1990	47	1962	1	0.9994977398292315	0.9766052762568442
33	0.08333333333333334	1990	56	1953	1	0.9994977398292315	0.9721254355400697
34	0.0857142857142857	1990	57	1952	1	0.9994977398292315	0.971627675460428
35	0.08571428571428573	1990	58	1951	1	0.9994977398292315	0.9711299153807864
36	0.08653846153846154	1990	62	1947	1	0.9994977398292315	0.96913887506222
37	0.08791208791208792	1990	63	1946	1	0.9994977398292315	0.9686411149825784
38	0.08928571428571429	1990	64	1945	1	0.9994977398292315	0.9681433549029368
39	0.09090909090909093	1990	65	1944	1	0.9994977398292315	0.9676455948232952
40	0.09375	1990	67	1942	1	0.9994977398292315	0.966650074664012
41	0.09523809523809523	1990	69	1940	1	0.9994977398292315	0.9656545545047287
42	0.09722222222222222	1990	76	1933	1	0.9994977398292315	0.9621702339472374
43	0.1	1990	78	1931	1	0.9994977398292315	0.9611747137879542
44	0.1020408163265306	1989	86	1923	2	0.9989954796584631	0.9571926331508213
45	0.10256410256410256	1989	90	1919	2	0.9989954796584631	0.9552015928322548
46	0.10416666666666667	1989	91	1918	2	0.9989954796584631	0.9547038327526133
47	0.10606060606060606	1989	92	1917	2	0.9989954796584631	0.9542060726729716
48	0.10714285714285714	1987	93	1916	4	0.9979909593169262	0.95370831259333
49	0.10769230769230767	1987	99	1910	4	0.9979909593169262	0.9507217521154804
50	0.1111111111111111	1987	100	1909	4	0.9979909593169262	0.9502239920358387
51	0.11111111111111112	1986	108	1901	5	0.9974886991461577	0.9462419113987058
52	0.11363636363636365	1986	109	1900	5	0.9974886991461577	0.9457441513190642
53	0.11428571428571427	1986	110	1899	5	0.9974886991461577	0.9452463912394226
54	0.1142857142857143	1986	111	1898	5	0.9974886991461577	0.944748631159781
55	0.11904761904761905	1984	112	1897	7	0.9964841788046208	0.9442508710801394
56	0.12121212121212124	1984	115	1894	7	0.9964841788046208	0.9427575908412146
57	0.12222222222222225	1984	116	1893	7	0.9964841788046208	0.9422598307615729
58	0.125	1984	117	1892	7	0.9964841788046208	0.9417620706819313
59	0.12698412698412698	1982	128	1881	9	0.9954796584630838	0.9362867098058736
60	0.12727272727272726	1982	129	1880	9	0.9954796584630838	0.9357889497262319
61	0.12820512820512822	1982	130	1879	9	0.9954796584630838	0.9352911896465903
62	0.1285714285714286	1981	130	1879	10	0.9949773982923155	0.9352911896465903
63	0.12987012987012989	1980	130	1879	11	0.994475138121547	0.9352911896465903
64	0.13095238095238096	1979	131	1878	12	0.9939728779507785	0.9347934295669488
65	0.13333333333333333	1979	132	1877	12	0.9939728779507785	0.9342956694873071
66	0.1358024691358025	1979	139	1870	12	0.9939728779507785	0.9308113489298159
67	0.13636363636363635	1979	140	1869	12	0.9939728779507785	0.9303135888501742
68	0.13636363636363638	1978	140	1869	13	0.99347061778001	0.9303135888501742
69	0.13846153846153847	1977	140	1869	14	0.9929683576092416	0.9303135888501742
70	0.1388888888888889	1976	140	1869	15	0.9924660974384731	0.9303135888501742
71	0.1414141414141414	1976	146	1863	15	0.9924660974384731	0.9273270283723245
72	0.14285714285714285	1976	147	1862	15	0.9924660974384731	0.926829268292683
73	0.14772727272727273	1973	160	1849	18	0.9909593169261678	0.920358387257342
74	0.14814814814814814	1972	160	1849	19	0.9904570567553993	0.920358387257342
